1553743053.0,-2408696.0167,4698117.493,3566693.7869,34.22020398259017,117.14393598633458,41.71144521140124
1553743054.0,-2408696.5287,4698122.6152,3566691.7759,34.220164699489146,117.1439155701484,44.54263806679689
1553743055.0,-2408696.4107,4698121.7493,3566691.8911,34.220169737571844,117.14391871778307,43.92576840662015
1553743056.0,-2408693.9439,4698103.9436,3566697.7572,34.220299499582964,117.14398305397674,33.19248336700151
1553743057.0,-2408693.9152,4698104.0335,3566697.682,34.22029859982663,117.14398233171092,33.20551509787387
1553743058.0,-2408693.9107,4698103.9769,3566697.6596,34.22029869860525,117.14398256848851,33.14957335527006
1553743059.0,-2408693.7803,4698103.9218,3566697.6095,34.220298875337285,117.14398158201207,33.031662161886906
1553743060.0,-2408693.8459,4698104.0487,3566697.6887,34.220298741486374,117.14398158721745,33.194324161682516
1553743061.0,-2408693.87,4698104.0478,3566697.7093,34.220298843362144,117.14398182440928,33.21433852688962
1553743062.0,-2408693.9063,4698104.1296,3566697.7678,34.220298826442765,117.14398176995837,33.32112093540892
1553743063.0,-2408693.9084,4698104.1461,3566697.7631,34.22029871211197,117.14398170854446,33.33141086537047
1553743064.0,-2408693.8963,4698104.1587,3566697.7743,34.220298766743184,117.14398152930937,33.34241601675479
1553743065.0,-2408693.9268,4698104.2268,3566697.7799,34.22029843071373,117.14398148667793,33.40718007610096
1553743066.0,-2408693.9138,4698104.2563,3566697.758,34.22029816444677,117.14398121507723,33.411666254209834
1553743067.0,-2408693.9133,4698104.2971,3566697.7526,34.22029794128426,117.1439810082422,33.43846188942251
1553743068.0,-2408693.9314,4698104.3489,3566697.7735,34.22029782152248,117.1439809265665,33.49515872946157
1553743069.0,-2408693.9245,4698104.362,3566697.8026,34.22029799530223,117.14398079507268,33.51856000515231
1553743070.0,-2408693.9267,4698104.3607,3566697.8274,34.22029818094484,117.14398082275474,33.532380326397764
1553743071.0,-2408693.9098,4698104.3376,3566697.8276,34.22029832573882,117.14398077392129,33.509120099347136
1553743072.0,-2408693.9098,4698104.3537,3566697.8321,34.22029828664929,117.14398069420794,33.523497351817944
1553743073.0,-2408693.8854,4698104.3329,3566697.8179,34.22029833107262,117.1439805615587,33.491001923173016
1553743074.0,-2408693.8747,4698104.3247,3566697.8065,34.22029830783627,117.1439804988272,33.474520641798044
1553743075.0,-2408693.8757,4698104.3261,3566697.8088,34.220298316352164,117.1439805015527,33.47722149128661
1553743076.0,-2408693.8676,4698104.3099,3566697.7835,34.22029821957881,117.14398050353876,33.448017533690745
1553743077.0,-2408693.8566,4698104.2654,3566697.751,34.22029820351535,117.14398061763647,33.3928469985675
1553743078.0,-2408693.8498,4698104.2476,3566697.738,34.22029820264111,117.14398064009855,33.369873392608646
1553743079.0,-2408693.8497,4698104.2547,3566697.7426,34.22029820513106,117.14398060397976,33.37764686009498
1553743080.0,-2408693.8465,4698104.2493,3566697.7471,34.22029827043855,117.14398059981323,33.37499698337385
1553743081.0,-2408693.8387,4698104.2276,3566697.7367,34.220298308852975,117.14398063192766,33.35023864698062
1553743082.0,-2408693.8426,4698104.2208,3566697.7406,34.22029835958172,117.14398070325804,33.348899662009565
1553743083.0,-2408693.8338,4698104.2126,3566697.7223,34.22029828051611,117.14398065887501,33.32925475349197
1553743084.0,-2408693.8393,4698104.2261,3566697.7207,34.220298194963725,117.14398064514863,33.34036325585389
1553743085.0,-2408693.8421,4698104.2353,3566697.7316,34.220298228234064,117.14398062663797,33.354318910197954
1553743086.0,-2408693.8365,4698104.2279,3566697.7258,34.22029823133638,117.14398060919673,33.343499545227694
1553743087.0,-2408693.8325,4698104.219,3566697.7089,34.22029815476247,117.14398061463352,33.325937680452
1553743088.0,-2408693.8221,4698104.193,3566697.6975,34.22029821113545,117.14398064292942,33.29647213877592
